,person,offer_id,offer_type,event_x,time_x,event_y,time_y,event,time,duration,response,reward,web,email,mobile,social,difficulty,gender,age,became_member_on,income
4603,759ec3a510e84d9598cf238f719dbda5,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,30.0,offer completed,336.0,7.0,0,3,1,1,1,1,7,M,55,2016-08-28,37000.0
4604,148e376617234f048dc6744258037926,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,36.0,10.0,1,2,1,1,1,1,10,M,67,2015-12-29,68000.0
4605,afd3e2b3a0da49379b6afceaeb250aea,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,6.0,offer completed,108.0,7.0,1,2,1,1,1,0,10,F,74,2017-09-08,64000.0
4606,afd3e2b3a0da49379b6afceaeb250aea,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,6.0,offer completed,606.0,7.0,0,2,1,1,1,0,10,F,74,2017-09-08,64000.0
4607,769c873b9e4b4c6a84e6276ee6683ae9,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,12.0,offer completed,234.0,10.0,1,5,1,1,0,0,20,M,64,2015-05-02,68000.0
4608,4de18cbefc364c78875fb6cedfde946f,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,492.0,7.0,0,3,1,1,1,1,7,M,51,2017-08-19,59000.0
4609,4de18cbefc364c78875fb6cedfde946f,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,420.0,offer completed,492.0,7.0,0,3,1,1,1,1,7,M,51,2017-08-19,59000.0
4610,b290a46d8d1e4b958f15f70b854f07de,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,42.0,offer completed,60.0,10.0,1,5,1,1,0,0,20,F,55,2016-08-02,112000.0
4611,b39042dc2414439695d395c59b247a03,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,18.0,offer completed,36.0,7.0,1,10,0,1,1,1,10,M,44,2017-02-17,75000.0
4612,b39042dc2414439695d395c59b247a03,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,18.0,offer completed,426.0,7.0,0,10,0,1,1,1,10,M,44,2017-02-17,75000.0
4613,b39042dc2414439695d395c59b247a03,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,414.0,offer completed,426.0,7.0,0,10,0,1,1,1,10,M,44,2017-02-17,75000.0
4614,1f1c409789c247cba9b50d63aa078fcc,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,576.0,offer completed,588.0,5.0,0,5,1,1,1,1,5,M,92,2015-08-14,94000.0
4615,ecbf6ad5e59a484a8cb3296129d3beda,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,24.0,5.0,1,5,1,1,1,1,5,M,69,2016-03-02,99000.0
4616,63f15b2c4c504f119c5b0a7245d2d7e2,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,54.0,offer completed,108.0,7.0,1,3,1,1,1,1,7,M,49,2018-06-25,64000.0
4617,36854e737253464ab290f4580084e38f,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,24.0,offer completed,42.0,5.0,1,10,1,1,1,1,10,O,50,2015-11-23,76000.0
4618,36854e737253464ab290f4580084e38f,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,24.0,offer completed,174.0,5.0,0,10,1,1,1,1,10,O,50,2015-11-23,76000.0
4619,2f6623e657b24825a063f8e0ec8e368a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,186.0,10.0,1,2,1,1,1,1,10,F,74,2016-01-08,77000.0
4620,2f6623e657b24825a063f8e0ec8e368a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,666.0,10.0,0,2,1,1,1,1,10,F,74,2016-01-08,77000.0
4621,2f6623e657b24825a063f8e0ec8e368a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,588.0,offer completed,666.0,10.0,0,2,1,1,1,1,10,F,74,2016-01-08,77000.0
4622,7f63df7e34f0450f81bdb65c3ab57295,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,24.0,offer completed,90.0,5.0,1,10,1,1,1,1,10,M,52,2017-04-03,38000.0
4623,0d430e04265c4049809fe2ce680940ee,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,72.0,offer completed,324.0,7.0,0,10,0,1,1,1,10,M,27,2018-01-13,62000.0
4624,0d430e04265c4049809fe2ce680940ee,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,72.0,offer completed,492.0,7.0,0,10,0,1,1,1,10,M,27,2018-01-13,62000.0
4625,0d430e04265c4049809fe2ce680940ee,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,174.0,offer completed,324.0,7.0,0,10,0,1,1,1,10,M,27,2018-01-13,62000.0
4626,0d430e04265c4049809fe2ce680940ee,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,174.0,offer completed,492.0,7.0,0,10,0,1,1,1,10,M,27,2018-01-13,62000.0
4627,0d430e04265c4049809fe2ce680940ee,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,402.0,offer completed,492.0,7.0,0,10,0,1,1,1,10,M,27,2018-01-13,62000.0
4628,c57f72e84af04b689370ae51f9c0b723,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,90.0,offer completed,198.0,10.0,1,2,1,1,1,1,10,M,29,2013-12-19,33000.0
4629,1607d225fdd44e888d860c5cbc224da8,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,30.0,offer completed,54.0,7.0,1,3,1,1,1,1,7,F,29,2015-11-14,42000.0
4630,fff29fb549084123bd046dbc5ceb4faa,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,642.0,offer completed,684.0,7.0,0,10,0,1,1,1,10,F,59,2017-08-31,93000.0
4631,84a43ae3265546f7a39950f9d321ca71,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,204.0,7.0,0,3,1,1,1,1,7,F,61,2017-08-15,111000.0
4632,84a43ae3265546f7a39950f9d321ca71,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,180.0,offer completed,204.0,7.0,0,3,1,1,1,1,7,F,61,2017-08-15,111000.0
4633,c3dabaeb9cc841f282a70914cb53372f,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,18.0,offer completed,48.0,5.0,1,10,1,1,1,1,10,M,50,2016-03-11,62000.0
4634,83af4833e00143e19e212250ccaabcbb,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,12.0,offer completed,54.0,5.0,1,10,1,1,1,1,10,F,70,2016-02-24,100000.0
4635,83af4833e00143e19e212250ccaabcbb,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,12.0,offer completed,570.0,5.0,0,10,1,1,1,1,10,F,70,2016-02-24,100000.0
4636,83af4833e00143e19e212250ccaabcbb,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,558.0,offer completed,570.0,5.0,0,10,1,1,1,1,10,F,70,2016-02-24,100000.0
4637,680c57ee0e6e46c49c1f701e4c371d0c,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,60.0,offer completed,66.0,5.0,1,5,1,1,1,1,5,M,40,2017-05-04,63000.0
4638,0842bae0ce7f4dd283c868b01a19f793,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,12.0,10.0,1,2,1,1,1,1,10,F,54,2017-02-12,56000.0
4639,a3f201002d1448b68f6b5ce6d34e461b,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,60.0,5.0,1,10,1,1,1,1,10,M,39,2017-03-24,86000.0
4640,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,72.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4641,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,72.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4642,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,480.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4643,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,480.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4644,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,600.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4645,1d4accd4959644ffbf54d95ce72ce03b,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,600.0,offer completed,630.0,10.0,0,5,1,1,0,0,20,F,67,2017-01-08,86000.0
4646,28729ac457114d80bbb5854231e97fb5,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,12.0,offer completed,138.0,7.0,1,5,1,1,1,0,5,M,71,2017-11-27,52000.0
4647,211c1b601543428198d735c2526e6225,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,264.0,5.0,0,10,1,1,1,1,10,M,54,2015-08-07,46000.0
4648,211c1b601543428198d735c2526e6225,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,174.0,offer completed,264.0,5.0,0,10,1,1,1,1,10,M,54,2015-08-07,46000.0
4649,158ccf2ed90541e7973106134cb1bba3,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,12.0,10.0,1,2,1,1,1,1,10,F,67,2017-11-14,87000.0
4650,eb2aac9003d7475ba172d7328ad6ed38,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,24.0,7.0,1,3,1,1,1,1,7,M,66,2016-04-09,119000.0
4651,6cde0dadd1154cf89694618ce6f249da,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,342.0,offer completed,354.0,7.0,0,5,1,1,1,0,5,M,53,2018-01-07,113000.0
4652,83b26151b9c9487d897a67be32d2eba4,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,102.0,7.0,1,3,1,1,1,1,7,F,40,2017-11-22,53000.0
4653,ab147264895d4aebbb0fcbcde4ce3393,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,372.0,offer completed,414.0,5.0,0,10,1,1,1,1,10,F,57,2016-03-16,43000.0
4654,1c5bff3f58604e84a6473111e3073292,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,18.0,offer completed,582.0,7.0,0,5,1,1,1,0,5,M,61,2017-01-07,68000.0
4655,1c5bff3f58604e84a6473111e3073292,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,576.0,offer completed,582.0,7.0,0,5,1,1,1,0,5,M,61,2017-01-07,68000.0
4656,19afb26b9a10447a8a2f86fa9f65c75d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,18.0,10.0,1,2,1,1,1,1,10,F,50,2016-07-23,71000.0
4657,19afb26b9a10447a8a2f86fa9f65c75d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,204.0,10.0,1,2,1,1,1,1,10,F,50,2016-07-23,71000.0
4658,19afb26b9a10447a8a2f86fa9f65c75d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,192.0,offer completed,204.0,10.0,1,2,1,1,1,1,10,F,50,2016-07-23,71000.0
4659,690d6c1f6dc449d7bb71c1711800925a,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,66.0,offer completed,120.0,5.0,1,5,1,1,1,1,5,F,62,2017-12-25,79000.0
4660,441542bccea446c99b03ce7bae9146d3,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,414.0,offer completed,426.0,7.0,0,3,1,1,1,1,7,F,53,2015-08-03,93000.0
4661,417c8e42cba54dd0ba1ea7ee079ef87a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,72.0,offer completed,132.0,10.0,1,2,1,1,1,1,10,M,50,2015-07-01,67000.0
4662,417c8e42cba54dd0ba1ea7ee079ef87a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,72.0,offer completed,660.0,10.0,0,2,1,1,1,1,10,M,50,2015-07-01,67000.0
4663,417c8e42cba54dd0ba1ea7ee079ef87a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,522.0,offer completed,660.0,10.0,0,2,1,1,1,1,10,M,50,2015-07-01,67000.0
4664,aa13d8187b5f4fdb9a0cfa94e39e911f,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,24.0,offer completed,48.0,10.0,1,2,1,1,1,1,10,M,42,2017-08-03,74000.0
4665,617d731ade3348bb8236f2910cd92fdb,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,90.0,offer completed,180.0,10.0,1,2,1,1,1,1,10,M,64,2014-12-08,38000.0
4666,669964ce3fe24c18b24092f5e4ad05de,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,24.0,offer completed,42.0,7.0,1,5,1,1,1,0,5,M,48,2017-12-06,93000.0
4667,669964ce3fe24c18b24092f5e4ad05de,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,24.0,offer completed,456.0,7.0,0,5,1,1,1,0,5,M,48,2017-12-06,93000.0
4668,669964ce3fe24c18b24092f5e4ad05de,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,432.0,offer completed,456.0,7.0,0,5,1,1,1,0,5,M,48,2017-12-06,93000.0
4669,15bd287f8a4949b48719bc44cd8d7656,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,54.0,offer completed,66.0,7.0,1,3,1,1,1,1,7,M,41,2017-07-14,63000.0
4670,15bd287f8a4949b48719bc44cd8d7656,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,54.0,offer completed,546.0,7.0,0,3,1,1,1,1,7,M,41,2017-07-14,63000.0
4671,15bd287f8a4949b48719bc44cd8d7656,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,510.0,offer completed,546.0,7.0,0,3,1,1,1,1,7,M,41,2017-07-14,63000.0
4672,46f60f79a7ad46b4ac99d4dfe250814c,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,66.0,offer completed,348.0,5.0,0,5,1,1,1,1,5,M,52,2018-06-30,70000.0
4673,9a3492fc3fea4ed4b156f0bc0db8fc52,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,54.0,offer completed,66.0,10.0,1,5,1,1,0,0,20,M,75,2017-03-09,80000.0
4674,ab73abb392b2412694886af8dc79344e,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,12.0,offer completed,126.0,7.0,1,10,0,1,1,1,10,M,34,2017-11-21,51000.0
4675,ab73abb392b2412694886af8dc79344e,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,12.0,offer completed,534.0,7.0,0,10,0,1,1,1,10,M,34,2017-11-21,51000.0
4676,6b63e903b8f9425aa25b1b223106352b,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,6.0,offer completed,54.0,7.0,1,2,1,1,1,0,10,M,42,2014-10-17,85000.0
4677,6b63e903b8f9425aa25b1b223106352b,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,6.0,offer completed,480.0,7.0,0,2,1,1,1,0,10,M,42,2014-10-17,85000.0
4678,6b63e903b8f9425aa25b1b223106352b,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,450.0,offer completed,480.0,7.0,0,2,1,1,1,0,10,M,42,2014-10-17,85000.0
4679,b4d6477e15ca4b1086638089882177b7,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,12.0,offer completed,108.0,7.0,1,10,0,1,1,1,10,M,61,2017-04-28,59000.0
4680,d9131738e8af4f219dc42e919d1a52cf,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,72.0,5.0,1,10,1,1,1,1,10,M,54,2016-02-14,95000.0
4681,1bf7115943f34e228d47a9e5a707cda7,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,60.0,offer completed,150.0,7.0,1,3,1,1,1,1,7,M,52,2016-01-26,75000.0
4682,6a8b0facbdf34e45bbf6d1f82fa6fc79,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,48.0,offer completed,96.0,7.0,1,10,0,1,1,1,10,M,73,2016-06-22,90000.0
4683,96ae94b7eb5e404bbe7a5fe07a7d7035,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,84.0,7.0,1,3,1,1,1,1,7,M,38,2015-12-15,34000.0
4684,b22a82f0fdd84919afe0a4989383162a,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,66.0,offer completed,102.0,10.0,1,2,1,1,1,1,10,F,65,2017-03-12,81000.0
4685,14462e564e044822b4b29684512ee428,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,36.0,5.0,1,10,1,1,1,1,10,O,43,2016-07-28,100000.0
4686,9cc356de3d474dc0891a4fb38dde01c8,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,84.0,10.0,1,2,1,1,1,1,10,F,48,2017-09-24,57000.0
4687,b68bc936296144569115d7cbe8077f51,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,60.0,7.0,1,3,1,1,1,1,7,M,43,2018-02-14,45000.0
4688,b68bc936296144569115d7cbe8077f51,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,204.0,7.0,0,3,1,1,1,1,7,M,43,2018-02-14,45000.0
4689,b68bc936296144569115d7cbe8077f51,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,198.0,offer completed,204.0,7.0,0,3,1,1,1,1,7,M,43,2018-02-14,45000.0
4690,45f40a890913478c990857db415c109e,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,18.0,offer completed,30.0,7.0,1,5,1,1,1,0,5,M,66,2017-07-26,62000.0
4691,45f40a890913478c990857db415c109e,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,18.0,offer completed,402.0,7.0,0,5,1,1,1,0,5,M,66,2017-07-26,62000.0
4692,45f40a890913478c990857db415c109e,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,354.0,offer completed,402.0,7.0,0,5,1,1,1,0,5,M,66,2017-07-26,62000.0
4693,4cbe49f99f584c309d0402bc9d507478,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,18.0,offer completed,30.0,5.0,1,10,1,1,1,1,10,F,23,2017-12-20,44000.0
4694,4f91386f0811499f82809bbe2035f9c5,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,120.0,5.0,1,5,1,1,1,1,5,F,87,2017-03-03,89000.0
4695,4f91386f0811499f82809bbe2035f9c5,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,510.0,5.0,0,5,1,1,1,1,5,F,87,2017-03-03,89000.0
4696,4f91386f0811499f82809bbe2035f9c5,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,504.0,offer completed,510.0,5.0,0,5,1,1,1,1,5,F,87,2017-03-03,89000.0
4697,b0fc778d61024cd29eea6273bec6ba5a,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,48.0,offer completed,216.0,5.0,0,5,1,1,1,1,5,F,63,2018-01-01,115000.0
4698,b0fc778d61024cd29eea6273bec6ba5a,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,210.0,offer completed,216.0,5.0,0,5,1,1,1,1,5,F,63,2018-01-01,115000.0
4699,1aa1f1278bdb4ed0abb9d0fb04ead90c,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,30.0,offer completed,60.0,5.0,1,5,1,1,1,1,5,M,77,2018-02-02,49000.0
4700,1aa1f1278bdb4ed0abb9d0fb04ead90c,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,30.0,offer completed,174.0,5.0,0,5,1,1,1,1,5,M,77,2018-02-02,49000.0
4701,f5b6da50d5f044448c3de0590e9cab29,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,36.0,10.0,1,2,1,1,1,1,10,F,86,2016-06-04,70000.0
4702,f5b6da50d5f044448c3de0590e9cab29,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,336.0,10.0,0,2,1,1,1,1,10,F,86,2016-06-04,70000.0
4703,9a90ae5677bb493b838b59d875fdf0f4,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,54.0,offer completed,102.0,7.0,1,5,1,1,1,0,5,F,71,2017-01-15,81000.0
4704,9a90ae5677bb493b838b59d875fdf0f4,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,54.0,offer completed,420.0,7.0,0,5,1,1,1,0,5,F,71,2017-01-15,81000.0
4705,9a90ae5677bb493b838b59d875fdf0f4,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,54.0,offer completed,606.0,7.0,0,5,1,1,1,0,5,F,71,2017-01-15,81000.0
4706,9a90ae5677bb493b838b59d875fdf0f4,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,450.0,offer completed,606.0,7.0,0,5,1,1,1,0,5,F,71,2017-01-15,81000.0
4707,2472b0a245024b37bc45e6b902a4a801,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,156.0,10.0,1,2,1,1,1,1,10,F,59,2016-08-02,115000.0
4708,1c52cb8ec73a4b76bf01bfcf0823aee0,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,48.0,offer completed,108.0,7.0,1,2,1,1,1,0,10,F,50,2013-11-20,69000.0
4709,e744b0bba57b4eca9247d37aa2bc932b,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,66.0,5.0,1,5,1,1,1,1,5,M,52,2017-12-06,106000.0
4710,fb4d5c77acc4469abd9a3ff847513440,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,588.0,offer completed,600.0,7.0,0,10,0,1,1,1,10,M,53,2017-12-31,74000.0
4711,4cadc694491e471c85ab22030dc0d0ff,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,192.0,10.0,1,2,1,1,1,1,10,M,64,2017-11-08,51000.0
4712,d830c27a96f04ce8bf9e196fbca3a6c1,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,12.0,offer completed,102.0,10.0,1,5,1,1,0,0,20,M,50,2017-02-04,82000.0
4713,d830c27a96f04ce8bf9e196fbca3a6c1,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,12.0,offer completed,624.0,10.0,0,5,1,1,0,0,20,M,50,2017-02-04,82000.0
4714,d830c27a96f04ce8bf9e196fbca3a6c1,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,564.0,offer completed,624.0,10.0,0,5,1,1,0,0,20,M,50,2017-02-04,82000.0
4715,24501d31d7464c30ba2b44fc5126ddf5,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,30.0,offer completed,60.0,7.0,1,2,1,1,1,0,10,F,50,2016-10-07,86000.0
4716,21b41488766a4a3dacccf244653a9f46,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,84.0,offer completed,96.0,7.0,1,5,1,1,1,0,5,M,60,2018-03-16,80000.0
4717,0335d274249f4eb6b3c51527f02a3216,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,114.0,offer completed,468.0,10.0,0,2,1,1,1,1,10,F,21,2016-11-24,74000.0
4718,0335d274249f4eb6b3c51527f02a3216,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,462.0,offer completed,468.0,10.0,0,2,1,1,1,1,10,F,21,2016-11-24,74000.0
4719,e8c52866c69f4a44bcb3a012d7cbbcf7,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,54.0,offer completed,384.0,7.0,0,2,1,1,1,0,10,F,53,2016-09-22,52000.0
4720,e8c52866c69f4a44bcb3a012d7cbbcf7,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,336.0,offer completed,384.0,7.0,0,2,1,1,1,0,10,F,53,2016-09-22,52000.0
4721,989cad8f2a0a431585d1f836add201f6,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,414.0,offer completed,450.0,7.0,0,3,1,1,1,1,7,M,20,2018-01-03,70000.0
4722,7584bd98a6a5473496c723a31e5898b0,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,66.0,10.0,1,2,1,1,1,1,10,M,58,2014-05-08,67000.0
4723,db4f24b100724117a4a9166e94308f05,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,6.0,offer completed,96.0,7.0,1,10,0,1,1,1,10,M,74,2016-10-20,114000.0
4724,db4f24b100724117a4a9166e94308f05,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,6.0,offer completed,504.0,7.0,0,10,0,1,1,1,10,M,74,2016-10-20,114000.0
4725,458ab43bba82460396cd9cc7afc3d12f,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,54.0,10.0,1,2,1,1,1,1,10,M,38,2018-06-06,53000.0
4726,15e8cabbde0f40228658245d340af15d,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,6.0,offer completed,12.0,5.0,1,5,1,1,1,1,5,F,54,2016-03-27,88000.0
